volume,current,doi,journal-title,title,start-end-page,author,type,datetime
491,Physical sciences October 2012,10.1038/nature11636,Nature,Astronomy: Meet our closest neighbour,", 200–201 (",Artie P. Hatzes,News and Views,17 October 2012
491,Physical sciences October 2012,10.1038/nature11572,Nature,An Earth-mass planet orbiting α Centauri B,", 207–211 (","Xavier Dumusque,Francesco Pepe,Christophe Lovis,Damien Ségransan,Johannes Sahlmann,Willy Benz,François Bouchy,Michel Mayor,Didier Queloz,Nuno Santos,Stéphane Udry",Article,17 October 2012
490,Physical sciences October 2012,10.1038/nature11473,Nature,"Hard-X-ray emission lines from the decay of ,44,Ti in the remnant of supernova 1987A",", 373–375 (","S. A. Grebenev,A. A. Lutovinov,S. S. Tsygankov,C. Winkler",Letter,17 October 2012
490,Physical sciences October 2012,10.1038/nature11559,Nature,Circuit quantum electrodynamics with a spin qubit,", 380–383 (","K. D. Petersson,L. W. McFaul,M. D. Schroer,M. Jung,J. M. Taylor,A. A. Houck,J. R. Petta",Letter,17 October 2012
490,Physical sciences October 2012,10.1038/nature11510,Nature,Epistasis as the primary factor in molecular evolution,", 535–538 (","Michael S. Breen,Carsten Kemena,Peter K. Vlasov,Cedric Notredame,Fyodor A. Kondrashov",Letter,14 October 2012
490,Physical sciences October 2012,10.1038/490179a,Nature,Organic chemistry: Single molecules put a ring on it,", 179–180 (","John T. S. Yeoman,Sarah E. Reisman",News and Views,10 October 2012
490,Physical sciences October 2012,10.1038/nature11458,Nature,A roadmap for graphene,", 192–200 (","K. S. Novoselov,V. I. Fal′ko,L. Colombo,P. R. Gellert,M. G. Schwab,K. Kim",Review,10 October 2012
490,Physical sciences October 2012,10.1038/nature11511,Nature,Unexpectedly large mass loss during the thermal pulse cycle of the red giant star R Sculptoris,", 232–234 (","M. Maercker,S. Mohamed,W. H. T. Vlemmings,S. Ramstedt,M. A. T. Groenewegen,E. Humphreys,F. Kerschbaum,M. Lindqvist,H. Olofsson,C. Paladini,M. Wittkowski,I. de Gregorio-Monsalvo,L.-A. Nyman",Letter,10 October 2012
490,Physical sciences October 2012,10.1038/nature11563,Nature,"Bonding and structure of a reconstructed (001) surface of SrTiO,3, from TEM",", 384–387 (","Guo-zhen Zhu,Guillaume Radtke,Gianluigi A. Botton",Letter,10 October 2012
491,Physical sciences October 2012,10.1038/nature11516,Nature,Genetic programs constructed from layered logic gates in single cells,", 249–253 (","Tae Seok Moon,Chunbo Lou,Alvin Tamsir,Brynne C. Stanton,Christopher A. Voigt",Letter,07 October 2012
490,Physical sciences October 2012,10.1038/490043a,Nature,Quantum physics: Cruise control for a qubit,", 43–44 (",Howard M. Wiseman,News and Views,03 October 2012
486,Physical sciences May 2012,10.1038/nature11197,Nature,Astrophysics: Young dwarfs date an old halo,", 38–40 (",Timothy C. Beers,News and Views,30 May 2012
486,Physical sciences May 2012,10.1038/nature11062,Nature,The age of the Milky Way inner halo,", 90–92 (",Jason S. Kalirai,Letter,30 May 2012
485,Physical sciences May 2012,10.1038/nature11092,Nature,A spectrograph for exoplanet observations calibrated at the centimetre-per-second level,", 611–614 (","Tobias Wilken,Gaspare Lo Curto,Rafael A. Probst,Tilo Steinmetz,Antonio Manescau,Luca Pasquini,Jonay I. González Hernández,Rafael Rebolo,Theodor W. Hänsch,Thomas Udem,Ronald Holzwarth",Letter,30 May 2012
486,Physical sciences May 2012,10.1038/nature11098,Nature,"Generalized Lévy walks and the role of chemokines in migration of effector CD8,+, T cells",", 545–548 (","Tajie H. Harris,Edward J. Banigan,David A. Christian,Christoph Konradt,Elia D. Tait Wojno,Kazumi Norose,Emma H. Wilson,Beena John,Wolfgang Weninger,Andrew D. Luster,Andrea J. Liu,Christopher A. Hunter",Letter,27 May 2012
485,Physical sciences May 2012,10.1038/485450a,Nature,Applied chemistry: Molecules meet materials,", 450–451 (",Thomas E. Mallouk,News and Views,23 May 2012
485,Physical sciences May 2012,10.1038/485455a,Nature,Particle physics: A reminder of the beauty we know,", 455–456 (",Jonathan Butterworth,News and Views,23 May 2012
485,Physical sciences May 2012,10.1038/nature11120,Nature,Tunable ion–photon entanglement in an optical cavity,", 482–485 (","A. Stute,B. Casabone,P. Schindler,T. Monz,P. O. Schmidt,B. Brandstätter,T. E. Northup,R. Blatt",Letter,23 May 2012
485,Physical sciences May 2012,10.1038/nature11067,Nature,All-solid-state dye-sensitized solar cells with high efficiency,", 486–489 (","In Chung,Byunghong Lee,Jiaqing He,Robert P. H. Chang,Mercouri G. Kanatzidis",Letter,23 May 2012
485,Physical sciences May 2012,10.1038/nature11196,Nature,Condensed-matter physics: Repulsive polarons found,", 588–589 (",Peter Hannaford,News and Views,23 May 2012
485,Physical sciences May 2012,10.1038/nature11065,Nature,Metastability and coherence of repulsive polarons in a strongly interacting Fermi mixture,", 615–618 (","C. Kohstall,M. Zaccanti,M. Jag,A. Trenkwalder,P. Massignan,G. M. Bruun,F. Schreck,R. Grimm",Letter,23 May 2012
485,Physical sciences May 2012,10.1038/nature11151,Nature,Attractive and repulsive Fermi polarons in two dimensions,", 619–622 (","Marco Koschorreck,Daniel Pertot,Enrico Vogt,Bernd Fröhlich,Michael Feld,Michael Köhl",Letter,23 May 2012
485,Physical sciences May 2012,10.1038/485313a,Nature,Atomic physics: Electrons get real,", 313–314 (",Manfred Lein,News and Views,16 May 2012
485,Physical sciences May 2012,10.1038/485317a,Nature,Neuroscience: Brain-controlled robot grabs attention,", 317–318 (",Andrew Jackson,News and Views,16 May 2012
485,Physical sciences May 2012,10.1038/485319a,Nature,Earth science: Geomagnetism under scrutiny,", 319–320 (",Bruce Buffett,News and Views,16 May 2012
485,Physical sciences May 2012,10.1038/nature11025,Nature,Resolving the time when an electron exits a tunnelling barrier,", 343–346 (","Dror Shafir,Hadas Soifer,Barry D. Bruner,Michal Dagan,Yann Mairesse,Serguei Patchkovskii,Misha Yu. Ivanov,Olga Smirnova,Nirit Dudovich",Letter,16 May 2012
485,Physical sciences May 2012,10.1038/nature11122,Nature,Light-induced liquid crystallinity,", 347–349 (","Tamas Kosa,Ludmila Sukhomlinova,Linli Su,Bahman Taheri,Timothy J. White,Timothy J. Bunning",Letter,16 May 2012
485,Physical sciences May 2012,10.1038/nature11076,Nature,Reach and grasp by people with tetraplegia using a neurally controlled robotic arm,", 372–375 (","Leigh R. Hochberg,Daniel Bacher,Beata Jarosiewicz,Nicolas Y. Masse,John D. Simeral,Joern Vogel,Sami Haddadin,Jie Liu,Sydney S. Cash,Patrick van der Smagt,John P. Donoghue",Letter,16 May 2012
485,Physical sciences May 2012,10.1038/nature11194,Nature,Astrophysics: Startling superflares,", 456–457 (",Bradley E. Schaefer,News and Views,16 May 2012
485,Physical sciences May 2012,10.1038/nature11063,Nature,Superflares on solar-type stars,", 478–481 (","Hiroyuki Maehara,Takuya Shibayama,Shota Notsu,Yuta Notsu,Takashi Nagao,Satoshi Kusaba,Satoshi Honda,Daisaku Nogami,Kazunari Shibata",Letter,16 May 2012
485,Physical sciences May 2012,10.1038/nature11089,Nature,Genetic recombination is directed away from functional genomic elements in mice,", 642–645 (","Kevin Brick,Fatima Smagulova,Pavel Khil,R. Daniel Camerini-Otero,Galina V. Petukhova",Letter,13 May 2012
485,Physical sciences May 2012,10.1038/nature10978,Nature,Nanostructure-enhanced atomic line emission,", E1–E3 (","M. Sivis,M. Duwe,B. Abel,C. Ropers",Brief Communication Arising,09 May 2012
485,Physical sciences May 2012,10.1038/nature10979,Nature,"Kim ,et al,. reply",", E1–E3 (","Seungchul Kim,Jonghan Jin,Young-Jin Kim,In-Yong Park,Yunseok Kim,Seung-Woo Kim",Brief Communication Arising,09 May 2012
485,Physical sciences May 2012,10.1038/485177a,Nature,Materials science: Cracks tamed,", 177–178 (",Antonio J. Pons,News and Views,09 May 2012
485,Physical sciences May 2012,10.1038/nature11096,Nature,The suppression of star formation by powerful active galactic nuclei,", 213–216 (","M. J. Page,M. Symeonidis,J. D. Vieira,B. Altieri,A. Amblard,V. Arumugam,H. Aussel,T. Babbedge,A. Blain,J. Bock,A. Boselli,V. Buat,N. Castro-Rodríguez,A. Cava,P. Chanial,D. L. Clements,A. Conley,L. Conversi,A. Cooray,C. D. Dowell,E. N. Dubois,J. S. Dunlop,E. Dwek,S. Dye,S. Eales,D. Elbaz,D. Farrah,M. Fox,A. Franceschini,W. Gear,J. Glenn,M. Griffin,M. Halpern,E. Hatziminaoglou,E. Ibar,K. Isaak,R. J. Ivison,G. Lagache,L. Levenson,N. Lu,S. Madden,B. Maffei,G. Mainetti,L. Marchetti,H. T. Nguyen,B. O’Halloran,S. J. Oliver,A. Omont,P. Panuzzo,A. Papageorgiou,C. P. Pearson,I. Pérez-Fournon,M. Pohlen,J. I. Rawlings,D. Rigopoulou,L. Riguccini,D. Rizzo,G. Rodighiero,I. G. Roseboom,M. Rowan-Robinson,M. Sánchez Portal,B. Schulz,D. Scott,N. Seymour,D. L. Shupe,A. J. Smith,J. A. Stevens,M. Trichas,K. E. Tugwell,M. Vaccari,I. Valtchanov,M. Viero,L. Vigroux,L. Wang,R. Ward,G. Wright,C. K. Xu,M. Zemcov",Letter,09 May 2012
485,Physical sciences May 2012,10.1038/nature11002,Nature,Patterning by controlled cracking,", 221–224 (","Koo Hyun Nam,Il H. Park,Seung Hwan Ko",Letter,09 May 2012
491,Physical sciences November 2012,10.1038/nature11695,Nature,"Causes of an ,ad, 774–775 ,14,C increase",", E1–E2 (","Adrian L. Melott,Brian C. Thomas",Brief Communication Arising,28 November 2012
492,Physical sciences November 2012,10.1038/nature11760,Nature,Organic chemistry: Toolkit of reagents to aid drug discovery,", 45–46 (",William J. Pitts,News and Views,28 November 2012
492,Physical sciences November 2012,10.1038/nature11652,Nature,Continuous gas-phase synthesis of nanowires with tunable properties,", 90–94 (","Magnus Heurlin,Martin H. Magnusson,David Lindgren,Martin Ek,L. Reine Wallenberg,Knut Deppert,Lars Samuelson",Letter,28 November 2012
492,Physical sciences November 2012,10.1038/nature11680,Nature,Practical and innate carbon–hydrogen functionalization of heterocycles,", 95–99 (","Yuta Fujiwara,Janice A. Dixon,Fionn O’Hara,Erik Daa Funder,Darryl D. Dixon,Rodrigo A. Rodriguez,Ryan D. Baxter,Bart Herlé,Neal Sach,Michael R. Collins,Yoshihiro Ishihara,Phil S. Baran",Letter,28 November 2012
491,Physical sciences November 2012,10.1038/491681a,Nature,Quantum physics: Strongly correlated transport,", 681–682 (","Lincoln D. Carr,Mark T. Lusk",News and Views,28 November 2012
491,Physical sciences November 2012,10.1038/nature11592,Nature,An over-massive black hole in the compact lenticular galaxy NGC 1277,", 729–731 (","Remco C. E. van den Bosch,Karl Gebhardt,Kayhan Gültekin,Glenn van de Ven,Arjen van der Wel,Jonelle L. Walsh",Letter,28 November 2012
491,Physical sciences November 2012,10.1038/nature11613,Nature,Observing the drop of resistance in the flow of a superfluid Fermi gas,", 736–739 (","David Stadler,Sebastian Krinner,Jakob Meineke,Jean-Philippe Brantut,Tilman Esslinger",Letter,28 November 2012
491,Physical sciences November 2012,10.1038/491530a,Nature,Materials science: Synchronized tumbling particles,", 530–531 (",Sabine H. L. Klapp,News and Views,21 November 2012
491,Physical sciences November 2012,10.1038/491533a,Nature,Physical chemistry: Water's response to the fear of water,", 533–535 (",Huib J. Bakker,News and Views,21 November 2012
491,Physical sciences November 2012,10.1038/nature11597,Nature,Albedo and atmospheric constraints of dwarf planet Makemake from a stellar occultation,", 566–569 (","J. L. Ortiz,B. Sicardy,F. Braga-Ribas,A. Alvarez-Candal,E. Lellouch,R. Duffard,N. Pinilla-Alonso,V. D. Ivanov,S. P. Littlefair,J. I. B. Camargo,M. Assafin,E. Unda-Sanzana,E. Jehin,N. Morales,G. Tancredi,R. Gil-Hutton,I. de la Cueva,J. P. Colque,D. N. Da Silva Neto,J. Manfroid,A. Thirouin,P. J. Gutiérrez,J. Lecacheux,M. Gillon,A. Maury,F. Colas,J. Licandro,T. Mueller,C. Jacques,D. Weaver,A. Milone,R. Salvo,S. Bruzzone,F. Organero,R. Behrend,S. Roland,R. Vieira-Martins,T. Widemann,F. Roques,P. Santos-Sanz,D. Hestroffer,V. S. Dhillon,T. R. Marsh,C. Harlingten,A. Campo Bagatin,M. L. Alonso,M. Ortiz,C. Colazo,H. J. F. Lima,A. S. Oliveira,L. O. Kerber,R. Smiljanic,E. Pimentel,B. Giacchini,P. Cacella,M. Emilio",Letter,21 November 2012
491,Physical sciences November 2012,10.1038/nature11619,Nature,Linking synchronization to self-assembly using magnetic Janus colloids,", 578–581 (","Jing Yan,Moses Bloom,Sung Chul Bae,Erik Luijten,Steve Granick",Letter,21 November 2012
491,Physical sciences November 2012,10.1038/nature11755,Nature,Computational materials science: Substitution with vision,", 674–675 (",Gus L. W. Hart,News and Views,21 November 2012
491,Physical sciences November 2012,10.1038/nature11609,Nature,A canonical stability–elasticity relationship verified for one million face-centred-cubic structures,", 740–743 (","Sascha B. Maisel,Michaela Höfler,Stefan Müller",Letter,21 November 2012
491,Physical sciences November 2012,10.1038/491343a,Nature,Quantum physics: Putting a spin on photon entanglement,", 343–344 (",Sophia E. Economou,News and Views,14 November 2012
491,Physical sciences November 2012,10.1038/nature11560,Nature,A primordial origin for misalignments between stellar spin axes and planetary orbits,", 418–420 (",Konstantin Batygin,Letter,14 November 2012
491,Physical sciences November 2012,10.1038/nature11577,Nature,Quantum-dot spin–photon entanglement via frequency downconversion to telecom wavelength,", 421–425 (","Kristiaan De Greve,Leo Yu,Peter L. McMahon,Jason S. Pelc,Chandra M. Natarajan,Na Young Kim,Eisuke Abe,Sebastian Maier,Christian Schneider,Martin Kamp,Sven Höfling,Robert H. Hadfield,Alfred Forchel,M. M. Fejer,Yoshihisa Yamamoto",Letter,14 November 2012
491,Physical sciences November 2012,10.1038/nature11573,Nature,Observation of entanglement between a quantum dot spin and a single photon,", 426–430 (","W. B. Gao,P. Fallahi,E. Togan,J. Miguel-Sanchez,A. Imamoglu",Letter,14 November 2012
491,Physical sciences November 2012,10.1038/nature11753,Nature,Low-temperature physics: A chilling effect for molecules,", 539–540 (","John F. Barry,David DeMille",News and Views,14 November 2012
491,Physical sciences November 2012,10.1038/nature11595,Nature,Sisyphus cooling of electrically trapped polyatomic molecules,", 570–573 (","Martin Zeppenfeld,Barbara G. U. Englert,Rosa Glöckner,Alexander Prehn,Manuel Mielenz,Christian Sommer,Laurens D. van Buuren,Michael Motsch,Gerhard Rempe",Letter,14 November 2012
491,Physical sciences November 2012,10.1038/491197a,Nature,Imaging: The fog clears,", 197–198 (","Demetri Psaltis,Ioannis N. Papadopoulos",News and Views,07 November 2012
491,Physical sciences November 2012,10.1038/491202a,Nature,Applied physics: Brighter images with no added noise,", 202–204 (","Stéphane Clemmen,Alexander Gaeta",News and Views,07 November 2012
491,Physical sciences November 2012,10.1038/491203a,Nature,50 & 100 Years Ago,", 203 (",,News and Views,07 November 2012
491,Physical sciences November 2012,10.1038/nature11578,Nature,Non-invasive imaging through opaque scattering layers,", 232–234 (","Jacopo Bertolotti,Elbert G. van Putten,Christian Blum,Ad Lagendijk,Willem L. Vos,Allard P. Mosk",Letter,07 November 2012
491,Physical sciences November 2012,10.1038/nature11594,Nature,Integration of chemical catalysis with extractive fermentation to produce fuels,", 235–239 (","Pazhamalai Anbarasan,Zachary C. Baer,Sanil Sreekumar,Elad Gross,Joseph B. Binder,Harvey W. Blanch,Douglas S. Clark,F. Dean Toste",Letter,07 November 2012
491,Physical sciences November 2012,10.1038/nature11750,Nature,Active matter: Spontaneous flows and self-propelled drops,", 340–341 (",M. Cristina Marchetti,News and Views,07 November 2012
477,Physical sciences August 2011,10.1038/477036a,Nature,HIV: How to escape treatment,", 36–37 (",Steven G. Deeks,News and Views,31 August 2011
477,Physical sciences August 2011,10.1038/477037a,Nature,Astrophysics: A hint of normality at last?,", 37–39 (",John E. Norris,News and Views,31 August 2011
477,Physical sciences August 2011,10.1038/477042a,Nature,Materials science: Dry solution to a sticky problem,", 42–43 (","Jeffrey M. Karp,Robert Langer",News and Views,31 August 2011
477,Physical sciences August 2011,10.1038/nature10381,Nature,"Synthesis, assembly and applications of semiconductor nanomembranes",", 45–53 (","J. A. Rogers,M. G. Lagally,R. G. Nuzzo",Review,31 August 2011
477,Physical sciences August 2011,10.1038/nature10377,Nature,An extremely primitive star in the Galactic halo,", 67–69 (","Elisabetta Caffau,Piercarlo Bonifacio,Patrick François,Luca Sbordone,Lorenzo Monaco,Monique Spite,François Spite,Hans-G. Ludwig,Roger Cayrel,Simone Zaggia,François Hammer,Sofia Randich,Paolo Molaro,Vanessa Hill",Letter,31 August 2011
477,Physical sciences August 2011,10.1038/nature10376,Nature,Real-time quantum feedback prepares and stabilizes photon number states,", 73–77 (","Clément Sayrin,Igor Dotsenko,Xingxing Zhou,Bruno Peaudecerf,Théo Rybarczyk,Sébastien Gleyzes,Pierre Rouchon,Mazyar Mirrahimi,Hadis Amini,Michel Brune,Jean-Michel Raimond,Serge Haroche",Letter,31 August 2011
477,Physical sciences August 2011,10.1038/nature10364,Nature,A close nuclear black-hole pair in the spiral galaxy NGC 3393,", 431–434 (","G. Fabbiano,Junfeng Wang,M. Elvis,G. Risaliti",Letter,31 August 2011
477,Physical sciences August 2011,10.1038/nature10359,Nature,Three classical Cepheid variable stars in the nuclear bulge of the Milky Way,", 188–190 (","Noriyuki Matsunaga,Takahiro Kawadu,Shogo Nishiyama,Takahiro Nagayama,Naoto Kobayashi,Motohide Tamura,Giuseppe Bono,Michael W. Feast,Tetsuya Nagata",Letter,24 August 2011
476,Physical sciences August 2011,10.1038/476403a,Nature,Nanotechnology: Smart connections,", 403–405 (",Dmitri B. Strukov,News and Views,24 August 2011
476,Physical sciences August 2011,10.1038/476405a,Nature,Astrophysics: The awakening of a cosmic monster,", 405–406 (",Davide Lazzati,News and Views,24 August 2011
476,Physical sciences August 2011,10.1038/476407b,Nature,50 & 100 years ago,", 407 (",,News and Views,24 August 2011
476,Physical sciences August 2011,10.1038/nature10374,Nature,Relativistic jet activity from the tidal disruption of a star by a massive black hole,", 421–424 (","D. N. Burrows,J. A. Kennea,G. Ghisellini,V. Mangano,B. Zhang,K. L. Page,M. Eracleous,P. Romano,T. Sakamoto,A. D. Falcone,J. P. Osborne,S. Campana,A. P. Beardmore,A. A. Breeveld,M. M. Chester,R. Corbet,S. Covino,J. R. Cummings,P. D'Avanzo,V. D'Elia,P. Esposito,P. A. Evans,D. Fugazza,J. M. Gelbord,K. Hiroi,S. T. Holland,K. Y. Huang,M. Im,G. Israel,Y. Jeon,Y.-B. Jeon,H. D. Jun,N. Kawai,J. H. Kim,H. A. Krimm,F. E. Marshall,P. Mészáros,H. Negoro,N. Omodei,W.-K. Park,J. S. Perkins,M. Sugizaki,H.-I. Sung,G. Tagliaferri,E. Troja,Y. Ueda,Y. Urata,R. Usui,L. A. Antonelli,S. D. Barthelmy,G. Cusumano,P. Giommi,A. Melandri,M. Perri,J. L. Racusin,B. Sbarufatti,M. H. Siegel,N. Gehrels",Letter,24 August 2011
476,Physical sciences August 2011,10.1038/nature10366,Nature,Birth of a relativistic outflow in the unusual γ-ray transient Swift J164449.3+573451,", 425–428 (","B. A. Zauderer,E. Berger,A. M. Soderberg,A. Loeb,R. Narayan,D. A. Frail,G. R. Petitpas,A. Brunthaler,R. Chornock,J. M. Carpenter,G. G. Pooley,K. Mooley,S. R. Kulkarni,R. Margutti,D. B. Fox,E. Nakar,N. A. Patel,N. H. Volgenau,T. L. Culverhouse,M. F. Bietenholz,M. P. Rupen,W. Max-Moerbeck,A. C. S. Readhead,J. Richards,M. Shepherd,S. Storm,C. L. H. Hull",Letter,24 August 2011
477,Physical sciences August 2011,10.1038/nature10347,Nature,Cell-to-cell spread of HIV permits ongoing replication despite antiretroviral therapy,", 95–98 (","Alex Sigal,Jocelyn T. Kim,Alejandro B. Balazs,Erez Dekel,Avi Mayo,Ron Milo,David Baltimore",Letter,17 August 2011
483,Physical sciences February 2012,10.1038/483038a,Nature,Planetary science: In search of biosignatures,", 38–39 (","Christoph U. Keller,Daphne M. Stam",Forum,29 February 2012
483,Physical sciences February 2012,10.1038/nature10778,Nature,Biosignatures as revealed by spectropolarimetry of Earthshine,", 64–66 (","Michael F. Sterzik,Stefano Bagnulo,Enric Palle",Letter,29 February 2012
476,Physical sciences August 2011,10.1038/476286a,Nature,Fluid mechanics: When shape matters,", 286–287 (",Jan Vermant,News and Views,17 August 2011
476,Physical sciences August 2011,10.1038/476288a,Nature,Astronomy: Unlocking the secrets of the giant blobs,", 288–289 (",Richard Bower,News and Views,17 August 2011
476,Physical sciences August 2011,10.1038/nature10320,Nature,Central powering of the largest Lyman-α nebula is revealed by polarized radiation,", 304–307 (","Matthew Hayes,Claudia Scarlata,Brian Siana",Letter,17 August 2011
476,Physical sciences August 2011,10.1038/nature10344,Nature,Suppression of the coffee-ring effect by shape-dependent capillary interactions,", 308–311 (","Peter J. Yunker,Tim Still,Matthew A. Lohr,A. G. Yodh",Letter,17 August 2011
484,Physical sciences February 2012,10.1038/nature10856,Nature,A universal model for mobility and migration patterns,", 96–100 (","Filippo Simini,Marta C. González,Amos Maritan,Albert-László Barabási",Letter,26 February 2012
482,Physical sciences February 2012,10.1038/nature10779,Nature,Wetting of flexible fibre arrays,", 510–513 (","C. Duprat,S. Protière,A. Y. Beebe,H. A. Stone",Letter,23 February 2012
483,Physical sciences February 2012,10.1038/nature10813,Nature,Re-emerging superconductivity at 48 kelvin in iron chalcogenides,", 67–69 (","Liling Sun,Xiao-Jia Chen,Jing Guo,Peiwen Gao,Qing-Zhen Huang,Hangdong Wang,Minghu Fang,Xiaolong Chen,Genfu Chen,Qi Wu,Chao Zhang,Dachun Gu,Xiaoli Dong,Lin Wang,Ke Yang,Aiguo Li,Xi Dai,Ho-kwang Mao,Zhongxian Zhao",Letter,22 February 2012
482,Physical sciences February 2012,10.1038/482475a,Nature,Astrophysics: First results from Planck observatory,", 475–477 (",Uroš Seljak,News and Views,22 February 2012
476,Physical sciences August 2011,10.1038/476155a,Nature,Quantum information: Microwave ion-trap quantum computing,", 155–156 (",Winfried K. Hensinger,News and Views,10 August 2011
476,Physical sciences August 2011,10.1038/476159a,Nature,X-ray imaging: The chemistry inside,", 159–160 (",Christian G. Schroer,News and Views,10 August 2011
476,Physical sciences August 2011,10.1038/nature10290,Nature,Microwave quantum logic gates for trapped ions,", 181–184 (","C. Ospelkaus,U. Warring,Y. Colombe,K. R. Brown,J. M. Amini,D. Leibfried,D. J. Wineland",Letter,10 August 2011
482,Physical sciences February 2012,10.1038/482476a,Nature,Fluid mechanics: Mist opportunities,", 476 (",Rosamund Daw,News and Views,22 February 2012
482,Physical sciences February 2012,10.1038/482477a,Nature,Materials science: Cell environments programmed with light,", 477–478 (",Matthias P. Lutolf,News and Views,22 February 2012
482,Physical sciences February 2012,10.1038/482478a,Nature,Quantum computing: A topological route to error correction,", 478–480 (",James D. Franson,News and Views,22 February 2012
482,Physical sciences February 2012,10.1038/nature10836,Nature,The case for open computer programs,", 485–488 (","Darrel C. Ince,Leslie Hatton,John Graham-Cumming",Perspective,22 February 2012
480,Physical sciences November 2011,10.1038/nature10634,Nature,Fundamental limits of ‘ankylography’ due to dimensional deficiency,", E1 (",Haiqing Wei,Brief Communication Arising,30 November 2011
476,Physical sciences August 2011,10.1038/nature10319,Nature,Quantum gates and memory using microwave-dressed states,", 185–188 (","N. Timoney,I. Baumgart,M. Johanning,A. F. Varón,M. B. Plenio,A. Retzker,Ch. Wunderlich",Letter,10 August 2011
476,Physical sciences August 2011,10.1038/nature10333,Nature,Engineered reversal of the β-oxidation cycle for the synthesis of fuels and chemicals,", 355–359 (","Clementina Dellomonaco,James M. Clomburg,Elliot N. Miller,Ramon Gonzalez",Letter,10 August 2011
476,Physical sciences August 2011,10.1038/476037a,Nature,High–temperature superconductivity: The great quantum conundrum,", 37–39 (",Paul Michael Grant,News and Views,03 August 2011
476,Physical sciences August 2011,10.1038/nature10277,Nature,On the growth and form of the gut,", 57–62 (","Thierry Savin,Natasza A. Kurpios,Amy E. Shyer,Patricia Florescu,Haiyi Liang,L. Mahadevan,Clifford J. Tabin",Article,03 August 2011
482,Physical sciences February 2012,10.1038/nature10770,Nature,Experimental demonstration of topological error correction,", 489–494 (","Xing-Can Yao,Tian-Xiong Wang,Hao-Ze Chen,Wei-Bo Gao,Austin G. Fowler,Robert Raussendorf,Zeng-Bing Chen,Nai-Le Liu,Chao-Yang Lu,You-Jin Deng,Yu-Ao Chen,Jian-Wei Pan",Article,22 February 2012
482,Physical sciences February 2012,10.1038/482312a,Nature,Analytical chemistry: Ultrasensitive radiocarbon detection,", 312–313 (",Richard N. Zare,News and Views,15 February 2012
482,Physical sciences February 2012,10.1038/482314a,Nature,Earth science: Intraplate volcanism,", 314–315 (","Cin-Ty A. Lee,Stephen P. Grand",News and Views,15 February 2012
482,Physical sciences February 2012,10.1038/482317a,Nature,Astrophysics: Echoes from an old outburst,", 317–318 (","Noam Soker,Amit Kashi",News and Views,15 February 2012
480,Physical sciences November 2011,10.1038/nature10635,Nature,Non-uniqueness and instability of ‘ankylography’,", E2–E3 (","Ge Wang,Hengyong Yu,Wenxiang Cong,Alexander Katsevich",Brief Communication Arising,30 November 2011
480,Physical sciences November 2011,10.1038/480042a,Nature,Forum Optics: Perfect lenses in focus,", 42–43 (","Tomáš Tyc,Xiang Zhang",Forum,30 November 2011
480,Physical sciences November 2011,10.1038/480047a,Nature,Astrophysics: A puzzling γ-ray burst,", 47–48 (",Enrico Costa,News and Views,30 November 2011
480,Physical sciences November 2011,10.1038/nature10592,Nature,The unusual gamma-ray burst GRB 101225A explained as a minor body falling onto a neutron star,", 69–71 (","S. Campana,G. Lodato,P. D’Avanzo,N. Panagia,E. M. Rossi,M. Della Valle,G. Tagliaferri,L. A. Antonelli,S. Covino,G. Ghirlanda,G. Ghisellini,A. Melandri,E. Pian,R. Salvaterra,G. Cusumano,V. D’Elia,D. Fugazza,E. Palazzi,B. Sbarufatti,S. D.Vergani",Letter,30 November 2011
482,Physical sciences February 2012,10.1038/nature10775,Nature,Light echoes reveal an unexpectedly cool η Carinae during its nineteenth-century Great Eruption,", 375–378 (","A. Rest,J. L. Prieto,N. R. Walborn,N. Smith,F. B. Bianco,R. Chornock,D. L. Welch,D. A. Howell,M. E. Huber,R. J. Foley,W. Fong,B. Sinnott,H. E. Bond,R. C. Smith,I. Toledo,D. Minniti,K. Mandel",Letter,15 February 2012
482,Physical sciences February 2012,10.1038/nature10827,Nature,Magnetic reconnection from a multiscale instability cascade,", 379–381 (","Auna L. Moser,Paul M. Bellan",Letter,15 February 2012
482,Physical sciences February 2012,10.1038/nature10749,Nature,Origin of Columbia River flood basalt controlled by propagating rupture of the Farallon slab,", 386–389 (","Lijun Liu,Dave R. Stegman",Letter,15 February 2012
482,Physical sciences February 2012,10.1038/nature10793,Nature,Abrupt acceleration of a ‘cold’ ultrarelativistic wind from the Crab pulsar,", 507–509 (","F. A. Aharonian,S. V. Bogovalov,D. Khangulyan",Letter,15 February 2012
480,Physical sciences November 2011,10.1038/nature10611,Nature,The unusual γ-ray burst GRB 101225A from a helium star/neutron star merger at redshift 0.33,", 72–74 (","C. C. Thöne,A. de Ugarte Postigo,C. L. Fryer,K. L. Page,J. Gorosabel,M. A. Aloy,D. A. Perley,C. Kouveliotou,H. T. Janka,P. Mimica,J. L. Racusin,H. Krimm,J. Cummings,S. R. Oates,S. T. Holland,M. H. Siegel,M. De Pasquale,E. Sonbas,M. Im,W.-K. Park,D. A. Kann,S. Guziy,L. Hernández García,A. Llorente,K. Bundy,C. Choi,H. Jeong,H. Korhonen,P. Kubànek,J. Lim,A. Moskvitin,T. Muñoz-Darias,S. Pak,I. Parrish",Letter,30 November 2011
